Index,Phylotype,Sub-Phylotype,Sequevar,Sub-sequevar designation,Strainname,Alt Names,"Environmental Source (Soil, Water, unknown plants)",Host Species (Common name),Host Species ,Host Genus,Host Family,Host Order,Year isolated,Latitude,Longitude,Location Isolated,Location (Country or Territory),Location (subcontinent),Location (continent),Imported Location,Genome Accession,Genome Level,Sequencing Tech,egl accession,mutS accession,other accession,Citation,Year published,Data entered by,Comments
3084,I,,,,A5478,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,21.304547,-157.855676,"Hawaii, United States",United States (Hawaii),Polynesia,Oceania,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3085,I,,,,A5479,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,21.304547,-157.855676,"Hawaii, United States",United States (Hawaii),Polynesia,Oceania,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3086,I,,,,A5480,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,21.304547,-157.855676,"Hawaii, United States",United States (Hawaii),Polynesia,Oceania,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3087,I,,,,A5481,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,21.304547,-157.855676,"Hawaii, United States",United States (Hawaii),Polynesia,Oceania,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3088,I,,,,A5482,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,21.304547,-157.855676,"Hawaii, United States",United States (Hawaii),Polynesia,Oceania,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3089,I,,,,A5483,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,21.304547,-157.855676,"Hawaii, United States",United States (Hawaii),Polynesia,Oceania,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3090,I,,,,A5484,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,21.304547,-157.855676,"Hawaii, United States",United States (Hawaii),Polynesia,Oceania,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3091,I,,,,A5485,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,21.304547,-157.855676,"Hawaii, United States",United States (Hawaii),Polynesia,Oceania,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3092,I,,,,A5486,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,21.304547,-157.855676,"Hawaii, United States",United States (Hawaii),Polynesia,Oceania,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3093,I,,,,A5527,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,21.304547,-157.855676,"Hawaii, United States",United States (Hawaii),Polynesia,Oceania,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3094,II,,,,UW97,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,21.304547,-157.855676,"Hawaii, United States",United States (Hawaii),Polynesia,Oceania,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3095,I,,,,A3291,,Soil,,,,,,,21.304547,-157.855676,"Hawaii, United States",United States (Hawaii),Polynesia,Oceania,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3096,I,,,,A4646,,Soil,,,,,,,21.304547,-157.855676,"Hawaii, United States",United States (Hawaii),Polynesia,Oceania,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3097,I,,,,A4647,,Soil,,,,,,,21.304547,-157.855676,"Hawaii, United States",United States (Hawaii),Polynesia,Oceania,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3098,I,,,,A4648,,Soil,,,,,,,21.304547,-157.855676,"Hawaii, United States",United States (Hawaii),Polynesia,Oceania,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3099,I,,,,A4649,,Soil,,,,,,,21.304547,-157.855676,"Hawaii, United States",United States (Hawaii),Polynesia,Oceania,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3100,I,,,,A4650,,Soil,,,,,,,21.304547,-157.855676,"Hawaii, United States",United States (Hawaii),Polynesia,Oceania,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3101,I,,,,A4651,,Soil,,,,,,,21.304547,-157.855676,"Hawaii, United States",United States (Hawaii),Polynesia,Oceania,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3102,I,,,,A4652,,Soil,,,,,,,21.304547,-157.855676,"Hawaii, United States",United States (Hawaii),Polynesia,Oceania,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3103,I,,,,A4653,,Soil,,,,,,,21.304547,-157.855676,"Hawaii, United States",United States (Hawaii),Polynesia,Oceania,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3104,I,,,,A4654,,Soil,,,,,,,21.304547,-157.855676,"Hawaii, United States",United States (Hawaii),Polynesia,Oceania,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3105,II,,,,UW20,,,Musa acuminata (Banana),Musa acuminata,Musa,Musaceae,Zingiberales,,7.619570148,-65.80199744,Venezuela,Venezuela,Southern America,South America,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3106,III,,,,A5714,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,-19.18945876,29.93866937,Zimbabwe,Zimbabwe,Eastern Africa,Africa,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3107,II,,,,A4524,,,Musa acuminata (Banana),Musa acuminata,Musa,Musaceae,Zingiberales,,17.2849,-94.3504,Cental America,,Central America,North America,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3108,II,,,,A4526,,,Musa acuminata (Banana),Musa acuminata,Musa,Musaceae,Zingiberales,,17.2849,-94.3504,Cental America,,Central America,North America,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3109,II,,,,A4527,,,Musa acuminata (Banana),Musa acuminata,Musa,Musaceae,Zingiberales,,17.2849,-94.3504,Cental America,,Central America,North America,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3110,II,,,,A4528,,,Musa acuminata (Banana),Musa acuminata,Musa,Musaceae,Zingiberales,,17.2849,-94.3504,Cental America,,Central America,North America,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3111,II,,,,A4547,,,Musa acuminata (Banana),Musa acuminata,Musa,Musaceae,Zingiberales,,17.2849,-94.3504,Cental America,,Central America,North America,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3112,II,,,,A4548,,,Musa acuminata (Banana),Musa acuminata,Musa,Musaceae,Zingiberales,,17.2849,-94.3504,Cental America,,Central America,North America,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3113,II,,,,A4549,,,Musa acuminata (Banana),Musa acuminata,Musa,Musaceae,Zingiberales,,17.2849,-94.3504,Cental America,,Central America,North America,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3114,II,,,,A4550,,,Musa acuminata (Banana),Musa acuminata,Musa,Musaceae,Zingiberales,,17.2849,-94.3504,Cental America,,Central America,North America,,,,,,,,"Kubota 2011, https://doi.org/10.1007/s10327-011-0305-2",2011,Darrielle Williams,
3115,II,IIA,24,,B34,,,Musa acuminata (Banana),Musa acuminata,Musa,Musaceae,Zingiberales,2010,-9.588903017,-51.61978902,Brazil,Brazil,Southern America,South America,,,,,GQ907154,,,"Lebeau 2011, https://doi.org/10.1094/PHYTO-02-10-0048",2011,Darrielle Williams,
3116,II,IIA,40,,CIP239,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1983,-9.588903017,-51.61978902,Brazil,Brazil,Southern America,South America,,,,,AF295269,,,"Lebeau 2011, https://doi.org/10.1094/PHYTO-02-10-0048",2011,Darrielle Williams,
3117,III,,23,,CFBP3059,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,1990,11.7333331,-1.9166671,"Vallee de Kou, Burkina Faso",Burkina Faso,Western Africa,Africa,,GCF_001644855.1,Contig (399),Illumina HiSeq (150x),AF295270,AY756766,,"Lebeau 2011, https://doi.org/10.1094/PHYTO-02-10-0048",2011,Darrielle Williams,
3118,I,,12,,R288,,,Morus alba (Mulberry),Morus alba,Morus,Moraceae,Rosales,1988,35.48670298,101.9018751,China,China,Eastern Asia,Asia,,,,,GQ907153,AY756797,,"Lebeau 2011, https://doi.org/10.1094/PHYTO-02-10-0048",2011,Darrielle Williams,
3119,IV,,10,,PSI07,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2005,-6.17555357,106.8272159,Indonesia,Indonesia,South-Eastern Asia,Asia,,GCA_000283475.1,Complete (2 contigs),unknown,EF371804,,,"Lebeau 2011, https://doi.org/10.1094/PHYTO-02-10-0048",2011,Darrielle Williams,
3120,II,IIC,7,,ICMP7963,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2000,0.529862477,37.85788187,Kenya,Kenya,Eastern Africa,Africa,,,,,AF295263,AY766776,,"Lebeau 2011, https://doi.org/10.1094/PHYTO-02-10-0048",2011,Darrielle Williams,
3121,III,,20,,J25,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1998,0.529862477,37.85788187,Kenya,Kenya,Eastern Africa,Africa,,,,,AF295279,AY756810,,"Lebeau 2011, https://doi.org/10.1094/PHYTO-02-10-0048",2011,Darrielle Williams,
3122,II,IIB,,,IPO1609,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1995,51.97246649,5.613490612,Netherlands,Netherlands,Western Europe,Europe,,GCA_001050995.1,,,EF371814,,,"Lebeau 2011, https://doi.org/10.1094/PHYTO-02-10-0048",2011,Darrielle Williams,"I think NCBI has the wrong host listed. Most papers say this is a potato isolate, but NCBI says it's a strain isolated from banana in the Philippines"
3123,II,IIB,25,,CIP10,UW477,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1979,-10.15109251,-75.31113196,Peru,Peru,Southern America,South America,,,,,AF295260,AY756821,,"Lebeau 2011, https://doi.org/10.1094/PHYTO-02-10-0048",2011,Darrielle Williams,
3124,I,,45,,CIP365_UW642,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1989,14.58678841,120.9817792,Philippines,Philippines,South-Eastern Asia,Asia,,GCA_023075535.1,Contigs(256),Illumina,GQ907151,,,"Lebeau 2011, https://doi.org/10.1094/PHYTO-02-10-0048",2011,Darrielle Williams,
3125,II,IIB,1,,JT516,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1993,-21.278098,55.376823,"Reunion Island, France",Reunion Island,Eastern Africa,Africa,,,,,AF295258,AY756783,,"Lebeau 2011, https://doi.org/10.1094/PHYTO-02-10-0048",2011,Darrielle Williams,
3126,I,,15,,PSS366,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2010,23.777978,120.9302294,Taiwan,Taiwan,Eastern Asia,Asia,,,,,EU407299,JF702696,,"Lebeau 2011, https://doi.org/10.1094/PHYTO-02-10-0048",2011,Darrielle Williams,
3127,I,,,,Y45,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,,35.48670298,101.9018751,China,China,Eastern Asia,Asia,,,,,,,,"Li 2011, doi.org/10.1128/JB.06009-11",2011,Jason Avalos,
3128,,,,,,,,Platostoma palustre (Chinese Mesona),Platostoma palustre,Platostoma,Lamiaceae,Lamiales,2010,35.48670298,101.9018751,China,China,Eastern Asia,Asia,,,,,,,,"Liu 2011, https://apsjournals.apsnet.org/doi/10.1094/PDIS-08-10-0603",2011,Vienna Elmgreen,
3129,,,,,,,,Amaranthus spinosus (Spiny Amaranth),Amaranthus spinosus,Amaranthus,Amaranthaceae,Caryophyllales,,23.40686,88.491952,"Nadia, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3130,,,,,,,,Amaranthus spinosus (Spiny Amaranth),Amaranthus spinosus,Amaranthus,Amaranthaceae,Caryophyllales,,22.571908,88.432311,"North 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3131,,,,,,,,Amaranthus spinosus (Spiny Amaranth),Amaranthus spinosus,Amaranthus,Amaranthaceae,Caryophyllales,,22.36402,88.430119,"South 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3132,,,,,,,,Amaranthus viridis (Green Amaranth),Amaranthus viridis,Amaranthus,Amaranthaceae,Caryophyllales,,23.40686,88.491952,"Nadia, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3133,,,,,,,,Amaranthus viridis (Green Amaranth),Amaranthus viridis,Amaranthus,Amaranthaceae,Caryophyllales,,22.571908,88.432311,"North 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3134,,,,,,,,Amaranthus viridis (Green Amaranth),Amaranthus viridis,Amaranthus,Amaranthaceae,Caryophyllales,,22.36402,88.430119,"South 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3135,,,,,,,,Amomum subulatum (Black Cardamom),Amomum subulatum,Amomum,Zingiberaceae,Zingiberales,2005-2010,27.041848,88.265132,"Darjeeling, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3136,,,,,,,,Amomum subulatum (Black Cardamom),Amomum subulatum,Amomum,Zingiberaceae,Zingiberales,2005-2010,26.524631,88.722992,"Jalpaiguri, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3137,,,,,,,,Amorphophallus campanulatus (Elephant Foot Yam),Amorphophallus campanulatus,Amorphophallus,Araceae,Alismatales,2005-2010,23.40686,88.491952,"Nadia, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3138,,,,,,,,Amorphophallus campanulatus (Elephant Foot Yam),Amorphophallus campanulatus,Amorphophallus,Araceae,Alismatales,2005-2010,22.571908,88.432311,"North 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3139,,,,,,,,Amorphophallus campanulatus (Elephant Foot Yam),Amorphophallus campanulatus,Amorphophallus,Araceae,Alismatales,2005-2010,22.36402,88.430119,"South 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3140,,,,,,,,Bougainvillea sp.,,Bougainvillea,Nyctaginaceae,Caryophyllales,2005-2010,23.40686,88.491952,"Nadia, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3141,,,,,,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2005-2010,23.664497,87.683011,"Birbhum, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3142,,,,,,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2005-2010,24.175076,88.272026,"Murshidabad, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3143,,,,,,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2005-2010,23.40686,88.491952,"Nadia, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3144,,,,,,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2005-2010,22.571908,88.432311,"North 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3145,,,,,,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2005-2010,22.36402,88.430119,"South 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3146,,,,,,,,Cestrum diurnum (Day-blooming Cestrum),Cestrum diurnum,Cestrum,Solanaceae,Solanales,,22.753493,88.340199,"Hooghly, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3147,,,,,,,,Cestrum diurnum (Day-blooming Cestrum),Cestrum diurnum,Cestrum,Solanaceae,Solanales,,23.40686,88.491952,"Nadia, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3148,,,,,,,,Cestrum diurnum (Day-blooming Cestrum),Cestrum diurnum,Cestrum,Solanaceae,Solanales,,22.571908,88.432311,"North 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3149,,,,,,,,Cestrum nocturnum (Night-blooming Jasmine),Cestrum nocturnum,Cestrum,Solanaceae,Solanales,2005-2010,23.40686,88.491952,"Nadia, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3150,,,,,,,,Cheilocostus speciosus (Crepe Ginger),Cheilocostus speciosus,Cheilocostus,Costaceae,Zingiberales,,23.40686,88.491952,"Nadia, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3151,,,,,,,,Cheilocostus speciosus (Crepe Ginger),Cheilocostus speciosus,Cheilocostus,Costaceae,Zingiberales,,22.571908,88.432311,"North 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3152,,,,,,,,Cheilocostus speciosus (Crepe Ginger),Cheilocostus speciosus,Cheilocostus,Costaceae,Zingiberales,,22.423225,87.308766,"Paschim Medinipur, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3153,,,,,,,,Cheilocostus speciosus (Crepe Ginger),Cheilocostus speciosus,Cheilocostus,Costaceae,Zingiberales,,21.621598,87.504516,"Purba Medinipur, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3154,,,,,,,,Cheilocostus speciosus (Crepe Ginger),Cheilocostus speciosus,Cheilocostus,Costaceae,Zingiberales,,22.36402,88.430119,"South 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3155,,,,,,,,Citrullus lanatus (Watermelon),Citrullus lanatus,Citrullus,Cucurbitaceae,Cucurbitales,2005-2010,23.82201445,88.03867724,"Coochebehar, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3156,,,,,,,,Citrullus lanatus (Watermelon),Citrullus lanatus,Citrullus,Cucurbitaceae,Cucurbitales,2005-2010,21.621598,87.504516,"Purba Medinipur, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3157,,,,,,,,Corchorus olitorius (Jute),Corchorus olitorius,Corchorus,Malvaceae,Malvales,2005-2010,23.82201445,88.03867724,"Coochebehar, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3158,,,,,,,,Corchorus olitorius (Jute),Corchorus olitorius,Corchorus,Malvaceae,Malvales,2005-2010,22.753493,88.340199,"Hooghly, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
3159,,,,,,,,Corchorus olitorius (Jute),Corchorus olitorius,Corchorus,Malvaceae,Malvales,2005-2010,26.524631,88.722992,"Jalpaiguri, West Bengal, India",India,Southern Asia,Asia,,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
